Entry	Interacts with
Q04182	P32901; P32804
Q06149	
P16862	P16861; P39940
P20052	P17157
P28005	
P23638	P30656; P23639
P23394	
Q03306	Q04439; P37304
Q08904	
Q08273	P07834; Q12018; Q06211; P47050; P38352; P14680; P53169; P40560
P40893	
Q00578	
Q12021	P39009
P07276	P19882; Q00416
P48743	P14922; P16649
P22336	P38859; Q04636; P26754; P26755; P35187; Q04437
P33312	
P38615	P21190; P25293
P80235	
P07267	
P32582	
P38779	P07834; Itself; P53927; P37838; P53261; P40303; P40693
P27895	
P27680	
Q08054	
P52924	
P36022	P40960; P32908
P53847	Q12745; P33891
Q04991	
P41813	P32562
P40068	
P11710	P40450; Q12753; P40091; P40073; P32917
P31380	Itself
P39726	
P48015	
Q05584	
P46961	
Q08969	
P35843	
P32589	P02829; P25294; P10591; P11484; P08107
P53119	
Q12398	
P21374	Q12309; P32523; Q04048
P53863	P38344
P38954	
Q04746	
Q03081	
P32829	P12753; P46946; P33301
P30771	
Q06162	Q12493
P39923	P38742
P39997	
P36003	P33327; P29295; P35169; P23202
P53927	P38779; Q03532; P40078; P53131
Q12080	Q03862; P38911; P43586; P25582
Q08108	
Q12143	P40568
P07283	
P47190	P33775
P49960	P47093
Q9ZZW4	
P00127	
Q10740	
P38174	
P22134	
P53338	
P50087	
P28321	
P40364	
P53123	
P40897	
Q12355	
P08456	
P37299	
Q35811	
P06778	P25694; P25454; Q12306; P53044
P22216	P32447; P34730; P32562; P40969; P39009; P34217; P40164; P14737; P35187; P53135
P38881	P39968
P53949	P50946; P53965
P39720	
P51533	P40030; P32804
P14242	P38920
P25375	
P33299	P48510; P38348; P22141; P32628; P38764; P43588; P53196; P40327; P33298; P53549; P33297; Q01939; P19812
P27616	P02829
Q07949	
P40454	P40164; P20604
Q12223	
P28272	
P06777	P06838; P28519; P39735; Q12098
P25378	P53286
P06839	
P49723	P21524; P09938; Q12363
Q12300	
P27466	
P53141	Q12280; Itself; P08964; P19524
Q03834	P25847; P15873
P25336	P25847
P53166	
P06776	
Q05166	P32500; P47054
Q3E770	
P26263	
P50947	
Q12164	P32793
P28519	P06777
P03872	P03871; Itself
P35844	
P50945	
P34165	
P36118	Q06411
P25646	
P53343	
P21372	
P53335	P15790; P53131
Q12192	
Q06667	
Q99312	
P43610	
P53086	
P30606	
P00572	P47035
P38169	
P36132	P53323; P46984
Q01919	
Q05979	P39940
P05694	
Q3E798	
P01149	
Q01926	Q02783
P27476	
A0A023PZI1	
P28795	Q03694
Q03760	
P22141	P21242; P30656; P40303; P32628; P33299
P20053	P47093; Q03338
P07259	
P38257	Q04149; P0CS90
Q03667	
P23748	
P50108	P32629; P47124; P46985
O75012	
P10849	P42900
P39731	P47149
P38734	
Q07500	
P38181	P49687; Q03790; P11978; P32597
P39718	P29340
P39535	
P46151	P53128
P47047	Q12476; P38074; P53632; P48561
Q99271	
P49954	
Q06512	Q99207; P42945; Q02354
Q08213	
Q12408	
Q6Q547	
P37838	P38779; Q12389; P32892; P36049; Q03532; P43586; Q12176; P38112; P39744; Q02892; Q08208; P53883; Itself; P40010; P53131; Q12754; P36080
P07991	
P31755	
Q03558	P41816
Q99220	Q08109; Q05787; P16474; P00729; Q04228
Q08692	
Q06144	Q05031; P25045; P53224; Itself
Q04364	
P87284	
P38693	
P38291	P41812; P38336; P53218
P53833	P41812
P10363	
P20457	
P19736	
P54113	P38009
P43596	P38144
Q05533	
P07277	
P43124	Q05541; Q08204; Q12306
Q12454	
Q12255	Q12154; Q12241; P32912; Q04338
P00560	
P42841	
P52553	P43573; Q04493; P48363
P27514	
P32264	P02829
P30656	P43583; P22141; P21242; P30657; P40302; P40303; P23724; P23638; P21243
P10355	
P32522	
P06838	P06777
P39083	Q12518; Q05785; P40073; O88339
P38991	P47134; P38283; P68431
Q02932	
Q12072	P38144
P25389	P25293
P36163	
P36023	
Q02201	
P38086	
P32641	P39009; P40348; P38629; P40339; P38251
P30775	P53944
Q00245	P19658
P53600	
P53202	
P25559	P38877
P38773	
P07262	
P33413	
P47110	P15873; P12689
P53720	
P15436	P46957
Q03212	
Q05610	
Q03921	Itself; P48563; P40527
P53130	
P32784	
Q06636	
P32462	
Q12450	P32803; Q05359
P38866	
P38124	
P05316	
P53746	
Q03002	
P22146	P06700
Q12051	
P40066	Q02630
P32621	
Q02784	
P28789	
Q02959	
Q12479	
P13902	P26798
P47129	P43603; P39743; P32793
P0CD91	
Q12675	P32660; P42838
Q12406	Q05123
P09457	
P40074	
P41697	
Q07992	
P14772	
P43132	Q03323; P38827
P38910	
P47050	Q06340; Q08273; Q06211; Q06164; P50874; P38850
P47178	
P54838	
P24309	
P08432	
Q12091	
P20449	Q04839; Q12315; P50111
P36108	P39929; P52917
O13577	
P38307	P25694; Q08109; Q05787; P00729; P53044; Q03714
P38823	
P38125	
P38844	
Q12431	
P38988	
P07261	P11938
Q12520	
Q03213	P32485; P32561
P47175	
Q03973	Q12050
P21192	P53894; P30822
P08566	P15108
P36106	
P25627	P53738
Q12064	
P17106	
P43634	
P40955	P11076; Q05029; Q08754; Q12114
Q05791	P32481
P41902	
P33307	Q02821
P14922	P53096; P40356; P48743; P32561; P16649
P89105	P38439; P38351; P04050; P53064; Q00772; P27692
P15315	
Q12046	P32523
P36091	
P36162	P35734
Q04792	
Q06143	
P33327	P36003
P32644	P05453
P25358	
Q12315	P20449; P49686; P05453
P38812	
P32874	
P06633	
P28817	
Q6Q5K6	
P32485	Q03213; P34244; P25588; P38623; P38634; P06784; Q01477
P39520	P53254
P40069	P52919
P53629	
P0CX77	
P39998	Q12517; P53550; P39517
P33317	
P36008	P43573
P39717	P10823; P06244; P05132
Q12003	
P53073	
P40516	
P04386	Itself; P04387
P25346	
Q08929	
Q08732	
Q06214	
Q04772	
Q04934	Itself; P20795; P32939
P50082	
P32794	
Q07732	Q08550; Q12411; P38871
P36000	Q12028; Q00776; P38700; P35181; P22137
Q12734	P39940
P38428	P40318
Q12248	P53267; P53168
P32801	
P25039	
P32353	P53045
Q08023	
P40464	
Q04952	
P40020	P38041; P39969; Q12038
P32614	
P00358	P0CG63
Q03768	P53295
P37020	Q12154
Q03786	
Q12320	
P32477	
P47026	
P38753	Q12168; P40563; P36037; P25604; P40453; P40343; P0CG53
Q02821	Q08920; P33307; Q03281; P15108; Q06142; P32499; Q03707; P05221
P53067	P32835; P38632
P36034	
P31373	
P18899	
Q07648	
P38874	P42935; Q02908; Q02884; Q04868; Itself; Q06706
P39875	P38920; P25847; P43246
P38261	P19658; Q06245; P22224; P89102; P32855; Q00916
P43557	
Q12473	
Q07825	
P40099	
P38783	
P28007	P32495
Q06135	
P38777	
P38301	
Q12154	P37020; P53192; P40056; Itself; Q12125; Q12285; Q12255; P32854; P22214; P60468
Q12068	
P41921	
P38523	
Q9ZZX0	
P10127	
P38884	
P53309	
Q12013	
P40351	
P40467	
Q04347	
P25385	
P36149	Q03630; P38334; Q03784; Q03337; Q99394
P06115	
P14066	
P07253	P21560
P17891	P22137
Q05779	
P15365	
P36039	
P38229	
P32775	
P37291	
P53290	Q00582
P38790	
P47177	
P37898	
P39721	
Q04412	
Q12032	
Q03673	
Q12354	
P38153	Q08951; P46682
P38832	
P41735	
P0CX13	
Q06538	
Q03220	
P14832	
P37298	
P0CX08	
Q06063	
P40217	P06103; P38249; Q04067
P18414	
Q06179	
P50264	
Q12119	
P38911	Q06205; P43586; Q12080
P53121	
P40989	
P38894	
P38196	
P53913	
P13045	P04387
P48239	
P04911	P25293
P38970	
P0CY09	
Q12347	P52286
P17629	Q99257
Q12039	
P25038	
P53687	
P41833	P38236; P40167
Q06704	P38116
Q04728	
P43542	
P38877	P49956; P25559; P40348; P38629; P40339; P38251
Q06032	P25301; P31111
P54005	P39940
Q03063	Q03373; P14681; P13574
Q05521	Itself
P38728	
P38121	P13382; P38960
P38347	
P0CX10	
P41912	Q06551
P21268	P11433; P18851
P46998	
P53973	Itself; Q06629; Q06623
P36170	
P36033	
Q08645	
P38715	
P38625	
P40582	
P33734	
P40985	
P38348	P50086; P53196; Q08723; P33299; P33297; O94742
P07260	P12962; P39935
P38116	Q06704; P47061; Q12071
P27351	
P25568	
P0CZ17	
P25558	P38928
P53286	P38250; P25378; P53845
P38084	Q02774
P14905	
P39113	
Q06703	
Q12518	P39083; Q06407; P33338
Q05785	P39083; Q06407
P47160	Q04338
Q07872	
Q03769	
Q05050	P53252
Q12025	
P38930	P15790; P19454; P43639; P39521
Q06440	P60010; P68135
P43555	Q12396
P22696	P07278; P10592
P32604	Q06137
P38231	
Q08559	
Q12029	
P47122	
P25373	P34230
P61830	P32447; P35817; Q06205; P02309; P53096; Q04636; P40161; P46995; P36124; P38890; P32597; Q08465
Q12341	P39984
P11353	
P53686	
Q12449	P39009; P15108; P02829
P40053	
Q04413	
P38287	P35206
P53333	
P53769	
P46963	Q03957; P46962
P47103	P33313; P15108; P02829; P32561
Q08387	P53150
P46681	
P38246	
Q06349	
P36041	
P40059	
O13529	
P36148	
Q00055	
P41911	
Q03764	
Q03653	
P09032	P32501
P23900	
P00359	
P04385	P04387
Q04739	P06782
P25370	
P33892	P43535
Q06201	Q04110
P46984	P53323; P36132
P38628	
Q01976	
Q04212	
Q06410	Q06628; Q12421; P47057
Q06408	
P53104	Q12527; Q06628; P35193; P38182
P13587	
Q12691	
P53323	Q03705; P46984; Q03835; P32642; P36132
Q01389	Q00684; P36006; Q04439
Q12510	P43603; P32793
Q06680	P38989; Q12267
P53239	
P17898	P22140
Q05892	
Q08651	
P02992	
P39704	P32803
P32352	
P40030	P53045; P53199; Q12452; P51533
P39676	Q07540
P36088	
Q12393	
P40107	
P36125	
P48236	
P40358	P47069
Q12680	
P36014	
P53306	
P25364	
P40857	
P53551	Q12692
P42884	P40073
P38700	P36000
P25628	
P38840	
Q12527	P53104; P35193; P40458; Q12292; Q06159
P46993	
P34730	P29311; P32356; P22216
P41815	
Q04199	P13712
P43568	P00546
P06182	
P07252	
P32656	
P43618	P33895
P00420	
Q08300	
P25334	
P47179	
Q08232	Q12229
Q06673	
P53759	P39940
P04387	P04385; P13045; P04386; Itself
Q99369	
Q06623	P53973; Q06629
P51979	
P48362	
Q08981	P53197
P53909	P38352
Q12482	
P40502	
P38285	P38987
P38856	P22137; P32521
P22136	
P53954	P16661
P32457	P25342; P38785; Q06648
P38042	P53068
P14724	
P20437	P00546; P17157
Q01519	
P25603	
Q08558	
P22204	P38074; P40484
P38149	Itself; P53871
P00924	
P32502	P12754; P14741
Q06344	P53743; P20448; P53254
Q12452	P53045; P40030; P38604
P25087	Itself
P38748	
P53233	Q00684; P00815; P35169
P53739	P32660; P12688
Q04924	P38138
Q03771	
P38242	P53178
P35734	Q00684; P24869; P36162
Q8TGM5	
P38360	
P53264	
P40501	
P61829	Itself
P40465	Q12318
Q08955	P47069
Q03048	P60010; P39109; P68135
Q12348	
P40512	
P47130	Q12468; Q12049
P41810	Q04651
P53079	P53271; P40094; Q06096; P53951; P53959; Q04632
P53271	P53079; P40094; Q06096; P53951; P53959; P53195; Q04632; Q01590
P43621	
P40094	P53079; P53271; Q06096; P53951; P53959; P53195; Q01590
P40509	P53622; P41811; P40343
Q06096	P53079; P53271; P40094; P53951; P53195
P53951	P53079; P53271; P40094; Q06096; Itself; P53959; P53195; Q04632
P00425	
P00401	
P32074	P47102
Q04935	P00410
P53959	P53079; P53271; P40094; P53951; P53195; Q04632
P38824	
P00427	
P32344	
P53195	P53271; P40094; Q06096; P53951; P53959; Q04632
Q2V2P9	
P04039	
P07255	
P36064	
Q3E7A4	
P38934	
P38770	
P53615	
Q03687	
P53943	
Q04549	P38696; P36224
P32381	Q05933; P53731; P38328
P46989	
P22768	
P53226	
P43583	P32835; P30656
Q12186	P36084
Q03702	
P26309	P41695; P26449; P40958; P47074
P11433	P29366; P19073; P48562; P21268; Q08229; P18851
P40019	
Q02732	Q12748; P53267; Q12262
Q2V2P8	
P27697	
P14306	
P25355	
P52868	Q06411
Q05080	P53933; P40450; Q07533; Itself; P53901; Q12446; P39955; P40073; P25604; P40453; P37370; P53169
P21657	
Q12382	
Q05874	
P32599	P60010
P08431	
P38310	P32798; P43561; P38929
P43577	
Q08726	
Q96VH4	
P39996	
P47182	
P14164	
P87275	
P00331	
P38266	P38822; P53281; P43603; P39743; P32793
P47019	Q03862
P40047	
P39925	P40341
P21306	
P07251	
P81450	
P47041	P32600
P53744	
P39714	
P09440	
P40969	Itself; P35203; P22216
P00729	P38307; Q08109; Q05787; P32915; Q99220
Q03214	P32561
P29547	
Q08886	
P47013	
P38195	
Q12035	
P22007	P29703
P03870	
P12709	
Q08908	
P31381	
P25585	
Q05015	
P50275	
P43601	P53855; Q06708
P38696	Q04549; P36224; P33420
P38862	Q07879; P40344; Itself; P38182; Q9GZQ8
P33204	Q05933; P53731; P38328
P38995	
P36107	Q06346
P38928	P25558; P47136; P25300
P81451	
Q03758	
P41832	Itself; P36006; P68139
P39960	P27637
P53741	Itself; P25694; P38074; Q01477
P34237	
P27614	
P25342	P47136; P32457
P22516	P43605
Q07897	
P15790	P40458; Q00684; P19454; P43639; P38930; P20448; P53335; Q12481; P40362; P53254
P53854	
P38865	
Q07533	Q05080; P40073
P20447	
P24784	P06634
Q04217	P47083; P53254
P40023	
P10823	P08678; P39717
Q07830	
P47088	
P53961	
P38875	P39012; Q04080; P49018
Q04080	P38875; P49018
P40367	
P49018	P39012; P38875; Q04080
P15891	P40563; P53933; P53974; Q06604; Q12134; P50942; P43603; P40494; P39743; Q08873; P32790; P17555; P32793
P43547	
P29589	
Q04516	
P38885	
P37254	
P0CX78	
P35190	P17157; P10591
P00045	
Q06151	Itself; Q12123; P32356
Q12084	P27515
P32325	P06243
P32891	
P31385	
Q08729	
Q05902	
P39985	
P21951	P24482
P24521	
P46671	P53917; P43592; Q05040; Q03944
P19658	P38261; Q00245; Q06245; P22224; P32844
P35731	
Q03254	
P29703	P18898; P22007
Q05040	P46671; P02994
P18411	
Q08622	
P40056	P53192; Q12154
P13711	
P47036	
P32454	
P14904	Itself; P35193
Q08492	
P53841	
P41698	
P36038	
P24870	Q00684; P20486
O13547	
Q12287	
P32623	
P43497	
P36075	
P53899	
P32347	P39940
Q04895	
P36009	P38719; Itself; P38333; P53941; P53317; P53131; P40362; P53254; P40498
P13382	P32797; Q01454; P38121
P39727	Q04651
P36168	
P38767	
P53917	P46671
P42940	
P23776	
Q08421	
P13434	
P40466	
Q08991	
P40515	P36130; P47025; Q12118
P00360	
Q03655	
P38270	Q05789; Q02948
Q03818	P38316; Itself; Q12380
P13517	P28495
P32178	
P32471	P02994
P38723	
Q07560	
P38308	
P47977	
P08678	P10823; P17555
Q02770	
Q08412	P38182; P43603; P39940; P32793
P04819	
P32892	Q12389; Q04660; P43586; P37838; P40693
Q02647	P40960
P48510	P34222; P38886; O13563; P33299; P0CG63; Q16186; O48726; P0CG48
P33309	P32769
Q04089	
Q04110	Q06201
P53861	Q03071
P28003	
P25659	
P40569	
Q06104	
P38263	
P25569	P53076
P53154	
Q08992	
P32590	
P32339	
P0CY11	
P19211	
P47031	
P53219	
P40884	
P11986	
Q12031	
P08521	
Q06834	
P54858	
P53208	
Q05871	
P02994	P43573; P32471; Q05040; P17555; Q62384
P53622	P41811; P40509; P33767
Q04632	P53079; P53271; P53951; P53959; P53195
P21592	
P19454	Q00684; P15790; P43639; P38930
P35206	P38287; Q02774
P10614	P53045
P38859	P26793; P22336
Q03652	
P34216	P25623
P00925	P21269; P39940
P06103	Q05911; P32497; Itself; P38249; P40217; Q04067
P25333	
Q06674	
P47171	
P15992	Itself
P10591	P53940; P35190; P38260; P15108; P33416; P02829; P25693; P17157; Q01939; P25294; P32589
P39734	
Q12122	
P47170	
Q03361	
P38691	P38873; P35169
P13186	P33306; P27637; P43565
Q07622	P39940
P33304	
P25377	Q12265
P14540	
P53730	
P40350	
P53886	Itself; P53068; P40577
Q00381	P38065
Q04368	Q03981; Q12468
P21595	
P26343	
Q06409	
P35497	
Q08650	
P32601	
P53080	
Q99252	
P14284	P38927
Q06200	
P23797	
Q05775	Q03195
P11412	
Q12676	
P51601	
P41277	
P43570	
Q12692	P35817; P53551; Itself; P47069; Q05471; Q03433; Q03388
P38635	
P10592	P53940; P18900; P22696; P02829; P17505; P25294
P19158	
P36224	P38696; Q04549; P33420
Q06683	
Q07843	
P33550	
P17260	
Q04437	P22336; P11978; Q12306; P32807
P0CX12	
Q12123	Q06151
Q08949	Q02574; P48581; P38927
P32328	P40484
P14020	
P40540	P14359; P80967
P32501	P09032
P12754	P32502; P14741
Q05498	
P32472	
P40088	P38993
P08417	
P40492	
P40208	P53076
Q04233	
Q03554	
P38736	Q01590
P48566	
P06775	
Q12373	P39984; P02309
Q04429	
P0CT04	
Q12358	
P32350	
P52923	
P43567	
Q01574	
P35181	P36000; Q12028; Q00776
D6W196	
Q12468	Q04368; P47130
P53053	
Q07788	
P25596	
Q02979	
P38682	
P32191	
P30777	
P32190	
P36156	
Q08220	
Q08484	P51996; O35963
P53941	P36009; P38333; P47083
Q08295	
P40576	Q02888
P36115	P40559
P17423	
P27810	
P00175	
P25616	
P41817	
P89113	
P69771	P53843; P52917; Q06263
P39517	Q12517; P39998; P47017; P38203; P40070; P39016; P25644; P39008
P38213	
P53173	
P53199	P40030; P38132
P52911	
P40214	
P07149	P19097
Q99339	
P53849	P04147
P02293	P32597
Q12753	P11710
P39984	Q12341; Q12373
P00498	
P18963	
P07347	Itself; P12945
Q08280	
Q02948	P38270; Q05919
Q05029	P11076; P36122; Q08754; Q12114; P40955
P29366	P38041; P39969; P53280; P11433; P19073; P48562; P54199; Q08229; Q03497
P47068	P40563; P53933; P38822; P36006; Q04439; Q06833
P20438	P00546
P53188	P36049; P40078
P47112	
P32657	
Q06675	
P38907	
Q3E846	
Q04868	P42935; Q02908; Q02884; Itself; P38874; Q06706
Q03071	P53861; P06779
Q03103	
P40098	
P20081	P43573; P10869; P35169; P32600; Q9FR53
Q08193	
Q05580	
P09932	
P07342	
P47155	Q04201
P10081	P39935
Q06142	P14907; P20676; Q02629; Q02630; P40477; P32499; P49686; Q02199; P48837; P39705; Q02821
P00817	P39940
P06244	P07278; P39717
P38312	
P43613	
Q08906	
P29704	
P38224	
Q12209	
P43574	
Q06648	P32458; P32468; P32457
Q04839	P20449; P32505; P50111
P25555	Q01560
P48813	
P0CE11	
P37303	
Q12096	
P40154	
Q04082	
Q6Q546	
P32351	
Q12385	
P43560	
Q02783	Q01926
P38878	
P53728	
Q99321	
Q08225	
Q99247	
Q06340	Q06211; P47050
Q08119	
P42222	
P34756	P42837; Q06708
P40456	
P39732	P32598
Q12418	
P53192	P40056; Q12154
P35197	
Q04178	
P12684	P12683
P34244	P32485
Q12214	
P39935	P07260; P04147; P10081
P47125	
P07170	
P40015	
Q04066	
P36016	
Q08001	
P36146	Q07845
P47912	
P15801	
P39110	
P00410	Q04935
Q3E731	
P09624	P19262; P19955
Q12086	
Q07505	P33203
P54861	Itself
P53063	Q02792
P43535	P33892
P00815	P53233
P32479	P32447; Itself; P32480; Q01448; P32914
Q12329	Q00684
P36078	
P32478	
P54839	
Q04638	P05453
P00549	
Q00776	P36000; P35181
P22108	
P37302	
P18544	
P38356	
Q12140	
P04821	P01120
P38843	
Q05809	
Q12150	
P46962	Q03957; P46963
P33750	
P13483	
P21182	
Q04216	
P53095	
P53871	P38149
P53168	Q12248; P53267; P36131
P42835	
P32771	
P40557	
Q02883	
P43561	P38310
P15646	P38333; P25586; Q12460; Q12499; P39990
P33893	
P19145	
Q12263	P32458; P32490; P25293; Q07657
P36173	
P40344	P38862; P38182; Q9GZQ8
P53983	P54074
Q99325	P38182
Q12509	Q03433
Q12386	P68135
P35727	P48232
P24869	P35734; Q03898; P38826; P38283
P35201	
Q12453	P33418; Q02630
Q03690	
P38845	
P49573	Itself
P46947	P40565
P21705	
Q06819	P19735
P31116	
P53246	
P53235	
P54781	
Q12480	
P39719	
P39712	
P0CF35	
P25653	
P38137	
Q12471	
Q08902	
Q04894	
P47140	
P38080	
P53930	P35817
P07248	
Q08702	
P49089	
P32449	
P34233	
P39724	
P22035	
P03965	
P32562	Q00684; P06243; P41813; Q04087; P22216; P14737; P23624; P32944
P06243	P32562; Itself; P32325; Q04087
Q3E7B2	P32335
P53865	P36094
Q12145	
P53830	
P38226	
Q03772	Q03654
P32460	
Q06218	P10962
P40526	
Q12743	P34223; P38349
P40568	P25651; Q12143
P32528	
P32626	
Q07651	
A0A023PZB3	
P23542	
P07249	
P32873	
P39101	
Q06702	
Q12748	Q02732; Q12262; P47167
P22137	P36000; P17891; P32790; P38856
Q03981	Q04368; Q12250
P53088	P53923; P40554
P69851	
P24783	
P40318	P25694; P38428; P12866; Q04228
P38332	
Q12015	
P39009	Q12449; P26188; P32641; Q12021; P12753; P22216; P12954; Q05016
P25615	
P47163	
P22140	P17898
P39012	P38875; P49018
Q08905	
P17649	
P53178	Itself; P38242
P39988	
P43573	P20081; P11484; P02994; P36008; P52553
P38346	
P53890	
P23293	Q05949
P12630	
Q07442	P35817
P36130	P40515
P09119	P00546; P43603; P29469
P00546	P43568; P09119; P20486; P30283; P32943; P20437; P20438; P13365; P03070
P53298	P53267
P40086	
P47081	
P43550	
P36120	
P06634	P24784
Q05031	Q06144
P39708	
Q02202	
P43616	Itself
P40077	P39969
P38073	
P53753	
P17214	P32797; Q06163; P47069
P06774	Q02516
P43592	P46671
P00330	Itself; P34230; P39109
Q08957	
P07246	
P40529	
P43548	
P25613	
P53194	
Q06333	
P50077	
P40986	
P38313	
P48562	P29366; P11433; Q04439; Q12163
P00424	
P38909	
Q02554	Q99181
Q12396	P43555
P36141	P39940
Q06205	P38911; P02309; P61830; P43586
P28240	
P38731	
Q06671	
P48016	
P18634	P39940
P53946	
P53244	P39940
P53722	P36046
P40416	
P47113	P26448; P38785; P38987
P18496	
Q06631	P48234; P20448; P47083
P25337	Q03654
P43571	
O94143	
Q05611	
P32468	P32458; P38785; Q06648; Q07657; Q04477
P06101	P02829
P40558	P52920
P38273	P53129
Q06697	P38351; P04050; P53064; Q00772; P27692
Q3E7A9	
P0CH63	
P36037	P25694; P38753; Q01477; Q01853
P21623	
P39112	
Q04651	Itself; P39727; P41810
Q03096	Q06163
P32474	
Q12168	P38753; P53281; P43603; P39743; P32793
P39970	
Q08361	
P40994	P25369
P38013	P34230
P38281	
P43636	P16661
P39981	
P38822	P40563; P38266; P53933; P47068; Q12446; Q12342; Q04439; P40453; Q08989
Q05949	P23293
Q3E793	
P43569	P39954
P06787	P23287; Q04439; P32380; P36094
Q03941	P36076; P53332
P0C155	
P27636	P38987
P38265	
Q3E829	Q3E835
Q02884	P42935; Itself; Q04868; P38874; Q06706
Q06001	
Q12283	
Q08822	
P38071	
Q04689	
Q03798	
P47064	
P38090	P43603; P32793
P18238	Itself
Q08683	Q04601; P40577; Q12379
Q02336	Q03330; Q12060; P32494; Q00772; P38811
P16661	P53954; P43636
Q12107	
P28495	P13517
P07245	
Q00684	P35734; Q01389; P38041; P53894; P32562; P38147; P15790; P19454; P24870; Q03898; P53233; P38785; Q12329; P21965; Q02196; P47035; P38826; P39940; P38990; P38634; P06700; P38283; P06782; P06784; P32944; Q02208; Q03785
P32797	Itself; P17214; P13382; Q12306; P38960
Q12102	Q01329
P24868	P20486
P13365	P00546; P09959
P20486	P00546; P24868; P24870
P00163	
Q99288	
P41819	
Q04409	
P38604	Q12452
P32316	
P38903	
Q12440	P40577
Q08951	P46682; P38153
Q06628	P53104; Q06410; P39968
Q02887	
P39524	P25656
P50080	
P53836	
P32378	
P47976	
P28319	
Q00873	
P25719	
P18962	
P35732	P40352
P0CH64	
P47089	
P38821	
P38732	
Q04660	P32892; Q03532; P39744; Q02892; P53261; P34241; Q12024
P21147	
Q00955	Itself
P43633	
P22936	
Q04489	
P32448	
P40458	Q12527; P15790
P33314	
P39525	
P40202	P00445
Q04949	
Q03466	
P40487	P32461
P36152	Q12181
P32324	Itself; P05317; P52286
P16521	
P53978	
P32461	P40487
Q3E840	P31386; Q02908
P47138	
P32469	
P47128	
P53911	
P07807	
Q12089	
Q12156	
P52893	
P46367	
Q03233	
P38179	
Q05955	
P53068	P53886; P09798; P38042
P24813	
P38065	Q00381
P38724	
P0CX79	
P40518	
P40851	
P31386	Q3E840
P27637	P39960; P32598; P13186
P53062	
P53829	P31384; P25655; P34909; P06102; Q12514; P53935; P39008
P32796	
P30283	P00546
Q7LHD1	
Q12262	Q02732; Q12748; P47167
P38892	
Q12289	
Q08058	
P23285	
P53267	P40013; P32504; P36012; P35203; Q02732; Q12248; Itself; P53168; P40460; P53298; P38283; P36131; P46675
Q07786	
P13663	
P53924	
P38737	
P43605	P22516; P49956; P47069; P15873
P53111	
Q12421	Q06410; P28737
Q06321	
Q05933	P33204; P53731; P38328; P32381
P36062	P32568
P48558	Q08234
P16474	P21954; Q99220
P40580	
P41695	Itself; P26449; P26309; P40957
P26449	P41695; P26309; P40957; P40958; P47074
P48445	
P38891	P47176
P53958	
P21269	P00925
P53332	P40506; P36076; Q03941
P18900	P10592
Q03957	P46962; P46963
Q03375	
P38719	P36009; P53743; P53254
P53734	Q05942; P34241; P47108
P38774	
P40366	Q04603
P23501	
P39540	
P25574	P80967
P40535	
Q01802	
P49435	
P32629	P47124; P50108; P46985; P39107
P08019	
P13586	
Q04052	
P80428	Q08649
Q06598	
P81449	
Q12067	
Q08236	P41318; P32600
P00830	Q02888
P53727	
P48582	P32571; Q08003; P39929
Q06604	P15891; P50942; P43603; P39743; P0CF34; P32790; P32793
P50277	
P11709	
Q07457	Itself; P06104
P36076	P40506; Itself; P53332; Q03941; P26570; P33329; P36024; Q08438
P08004	
Q3E835	Q3E829
P10174	
Q04930	
P43639	P15790; P19454; P38930; P53254
P19516	
Q08226	
P43595	
P38248	
Q06053	
P25335	
P32781	P32323
P22149	Q03835; P32642
P25371	
P40563	P15891; P47068; P38822; P38753; P53281; P43603; P36006; Q04439; Q12163; P32790
Q08269	
Q12142	
P46983	
P38323	
P47117	P38328
Q03862	P47019; Q12080; P38344
P30902	
Q04749	P41318; P32600
P32453	
P25356	
P47176	P38891
Q08347	
P06106	
Q3E808	
P40451	
Q2V2Q1	
Q99299	P19073; P25293; Q08229; P53939; P06780
P32493	
P53868	
P04710	
Q12001	
P39945	
P40450	P11710; Q05080; P36006; Q04439
P53082	
Q07660	
P53894	P21192; Itself; Q00684; P43563; P24276; P40468
Q08032	P25588; P53135; P53840
P29029	
P00890	
Q05583	P40469; P23503; P38829
P43600	
Q12517	P53550; P39517; P39998; F4HZB2
P11076	P19146; Q05029; P36122; Q08754; Q12114; P40955; P41909; P34230; Q12234
P46672	P46655; P00958
P35193	P14904; P53104; Q12527; P38182; P29295
Q07528	P47057; P53039
P53090	
Q12674	P53740
P53855	P43601
P25651	Itself; P40568; Q04087; P40065; P24279; P29496; P38132; Q02208
P22804	P38182
P49017	
P47005	P52286
P25453	P32489
P47120	P23301
P40319	
P36053	
P38720	
Q02486	
P47146	
P38305	Q06525
P38971	
P32459	
Q12184	
P53974	P15891
P43549	
Q04371	
Q01649	
Q07879	P38862
Q12092	
P53867	P38182
Q06405	
P47082	
P38111	P47027; Q04377
Q06071	
O13558	
P40493	
P47040	
Q06338	
P04817	
P07258	
Q12114	P11076; Q05029; P36122; Q08754; P40955
P32943	P00546
P36012	P53267; Q12334
O13297	Q01159
P41733	
Q3E823	
P46946	P32829; Itself; P33301
P52892	
P40507	Q01560; P53632
P25376	
P48360	
Q99222	
P38207	
P46682	Q08951; P38153
P25641	
Q06541	
P00854	
P13090	
P50273	
P47134	P38991; Q3E7Y6; P38283
P25300	P38928; P32835
P40013	P53267
P36122	P11076; Q05029; Q12114; P40073
P33306	P16892; P38853; P13186; P14681
